"log_tipo_logradouro", "logradouro", "bairro", "cidade", "uf", "cep"
"Rua", "Canavieiras", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233842"
"Rua", "Candeias", "Jardim Vale do Sol", "São José dos Campos", "SP", "12238010"
"Rua", "Canela", "Vila Monterrey", "São José dos Campos", "SP", "12226737"
"Rua", "Canindé", "Vila São Bento", "São José dos Campos", "SP", "12231500"
"Rua", "Canoas", "Vila Monterrey", "São José dos Campos", "SP", "12226796"
"Rua", "Canopus", "Jardim Satélite", "São José dos Campos", "SP", "12230460"
"Rua", "Cantagalo", "Jardim Colonial", "São José dos Campos", "SP", "12234320"
"Rua", "Cantidio Miragaia", "Monte Castelo", "São José dos Campos", "SP", "12215110"
"Rua", "Caparaó", "Jardim Ismênia", "São José dos Campos", "SP", "12220750"
"Travessa", "Capitingal", "Residencial Gazzo", "São José dos Campos", "SP", "12236843"
"Rua", "Capitão Alípio Neves Barbosa", "Jardim Portugal", "São José dos Campos", "SP", "12232230"
"Rua", "Capitão Elisiário", "Santana", "São José dos Campos", "SP", "12211800"
"Rua", "Capitão José Dellias", "Jardim Paulista", "São José dos Campos", "SP", "12216120"
"Praça", "Capitão Paulo José Menezes", "Vila Betânia", "São José dos Campos", "SP", "12245488"
"Rua", "Capitão Paulo José de Menezes Filho", "Jardim Santa Inês II", "São José dos Campos", "SP", "12248516"
"Praça", "Capitão Pedro Pinto da Cunha", "Jardim Paulista", "São José dos Campos", "SP", "12215650"
"Rua", "Capitão Raul Fagundes", "Monte Castelo", "São José dos Campos", "SP", "12215030"
"Rua", "Capitão Roberto Ferreira Maldos", "Jardim Bela Vista", "São José dos Campos", "SP", "12209003"
"Rua", "Capricórnio", "Jardim da Granja", "São José dos Campos", "SP", "12227370"
"Rua", "Caracas", "Cidade Vista Verde", "São José dos Campos", "SP", "12223700"
"Rua", "Caraguatatuba", "Jardim Apolo I", "São José dos Campos", "SP", "12243150"
"Rua", "Caramuru", "Jardim Colonial", "São José dos Campos", "SP", "12234201"
"Rua", "Carangola", "Jardim Satélite", "São José dos Campos", "SP", "12230270"
"Praça", "Caratinga", "Jardim Ismênia", "São José dos Campos", "SP", "12220760"
"Rua", "Caravelas", "Jardim Vale do Sol", "São José dos Campos", "SP", "12238170"
"Rua", "Caraíbas", "Cidade Vista Verde", "São José dos Campos", "SP", "12223400"
"Rua", "Carina", "Jardim Satélite", "São José dos Campos", "SP", "12230440"
"Rua", "Carinhanha", "Vila São Bento", "São José dos Campos", "SP", "12231520"
"Praça", "Cariri", "Chácaras Reunidas", "São José dos Campos", "SP", "12238300"
"Praça", "Carla Marcela Pereira dos Santos", "Jardim São Judas Tadeu", "São José dos Campos", "SP", "12228267"
"Rua", "Carlos Alberto Consiglio", "Conjunto Residencial Dom Pedro I", "São José dos Campos", "SP", "12232571"
"Rua", "Carlos Alberto Pereira da Silva", "Parque Nova Esperança", "São José dos Campos", "SP", "12226050"
"Avenida", "Carlos Alberto Ribeiro de Souza", "Urbanova", "São José dos Campos", "SP", "12244595"
"Avenida", "Carlos Alberto de Andrade Silva", "Parque Nova Esperança", "São José dos Campos", "SP", "12226150"
"Rua", "Carlos Alberto de Paula Toro", "Conjunto Residencial Nosso Teto", "São José dos Campos", "SP", "12228257"
"Rua", "Carlos Barbosa", "Vila Monterrey", "São José dos Campos", "SP", "12226790"
"Rua", "Carlos Belmiro dos Santos", "Santana", "São José dos Campos", "SP", "12212050"
"Rua", "Carlos Carnevalli", "Condomínio Residencial Jardins", "São José dos Campos", "SP", "12231811"
"Rua", "Carlos Chagas", "Jardim Esplanada", "São José dos Campos", "SP", "12242730"
"Rua", "Carlos Danielli", "Conjunto Residencial Dom Pedro I", "São José dos Campos", "SP", "12232490"
"Rua", "Carlos Drumond de Andrade", "Eugênio de Mello", "São José dos Campos", "SP", "12247003"
"Rua", "Carlos Drumond de Andrade", "Campo dos Alemães", "São José dos Campos", "SP", "12239410"
"Rua", "Carlos Eduardo Godoi Dellu", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228283"
"Rua", "Carlos Esperíndio", "Vila Ester", "São José dos Campos", "SP", "12221610"
"Rua", "Carlos Eurico de Breyme Montenegro", "Jardim Santa Inês I", "São José dos Campos", "SP", "12248420"
"Rua", "Carlos Galhardo", "Jardim Santa Inês II", "São José dos Campos", "SP", "12248160"
"Praça", "Carlos Gomes", "Jardim Paulista", "São José dos Campos", "SP", "12216010"
"Rua", "Carlos Izino Pereira", "Morada do Sol", "São José dos Campos", "SP", "12237570"
"Praça", "Carlos Maldonado Campoy", "Centro", "São José dos Campos", "SP", "12209610"
"Rua", "Carlos Marcondes", "Jardim Limoeiro", "São José dos Campos", "SP", "12241421"
"Rua", "Carlos Maria Auricchio", "Condomínio Royal Park", "São José dos Campos", "SP", "12246876"
"Rua", "Carlos Miacci", "Conjunto Residencial Dom Pedro I", "São José dos Campos", "SP", "12232600"
"Rua", "Carlos Nunes de Paula", "Jardim Imperial", "São José dos Campos", "SP", "12234000"
"Rua", "Carlos Pinheiro Vasquez Pato", "Campos de São José", "São José dos Campos", "SP", "12226430"
"Rua", "Carlos Roberto Friggi", "Parque Residencial Flamboyant", "São José dos Campos", "SP", "12227800"
"Rua", "Carlos Roberto Marinho de Souza", "Loteamento Residencial Vista Linda", "São José dos Campos", "SP", "12220047"
"Rua", "Carlos Rodrigues da Costa", "Vila Rossi", "São José dos Campos", "SP", "12211100"
"Rua", "Carlos Saloni", "Jardim Santa Inês I", "São José dos Campos", "SP", "12248230"
"Rua", "Carlos Sattelmayer", "Jardim Esplanada", "São José dos Campos", "SP", "12242450"
"Rua", "Carlos de Alvarenga", "Campo dos Alemães", "São José dos Campos", "SP", "12239320"
"Rua", "Carlos de Campos", "Jardim Esplanada", "São José dos Campos", "SP", "12242540"
"Avenida", "Carmelina Alves dos Santos", "Jardim São Vicente", "São José dos Campos", "SP", "12224380"
"Rua", "Carmelindo Aparecido Correa", "Jardim Mariana II", "São José dos Campos", "SP", "12226872"
"Rua", "Carmem Franklin", "Jardim Nova Flórida", "São José dos Campos", "SP", "12225097"
"Rua", "Carmem Miranda", "Vila Ester", "São José dos Campos", "SP", "12221710"
"Rua", "Carolina Antunes Stetener", "Jardim da Granja", "São José dos Campos", "SP", "12227220"
"Rua", "Carolina Silva Dias", "Jardim Rodolfo", "São José dos Campos", "SP", "12224842"
"Rua", "Carpinteiros", "Parque Novo Horizonte", "São José dos Campos", "SP", "12225650"
"Rua", "Carqueijo", "Chácaras Pousada do Vale", "São José dos Campos", "SP", "12226745"
"Rua", "Caruaru", "Parque Industrial", "São José dos Campos", "SP", "12235530"
"Rua", "Carvalho de Araújo", "Vila Maria", "São José dos Campos", "SP", "12209390"
"Rua", "Casemiro de Abreu", "Vila Ema", "São José dos Campos", "SP", "12243600"
"Avenida", "Cassiano Ricardo", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246870"
"Avenida", "Cassiano Ricardo", "Jardim Alvorada", "São José dos Campos", "SP", "12240540"
"Avenida", "Cassiopéia", "Jardim Satélite", "São José dos Campos", "SP", "12230011"
"Avenida", "Cassiopéia", "Jardim Satélite", "São José dos Campos", "SP", "12230010"
"Rua", "Castor", "Jardim Satélite", "São José dos Campos", "SP", "12230320"
"Rua", "Castro Alves", "Jardim Paulista", "São José dos Campos", "SP", "12216020"
"Rua", "Cataguazes", "Jardim Satélite", "São José dos Campos", "SP", "12230571"
"Rua", "Catanduva", "Jardim das Indústrias", "São José dos Campos", "SP", "12240500"
"Rua", "Catu", "Jardim Vale do Sol", "São José dos Campos", "SP", "12238150"
"Rua", "Catulo da Paixão Cearense", "Vila Ester", "São José dos Campos", "SP", "12221670"
"Rua", "Caxambu", "Jardim Ismênia", "São José dos Campos", "SP", "12220770"
"Rua", "Caxias do Sul", "Vila Monterrey", "São José dos Campos", "SP", "12226739"
"Rua", "Caçapava", "Vila Nair", "São José dos Campos", "SP", "12231040"
"Rua", "Ceará", "Vila São Pedro", "São José dos Campos", "SP", "12215710"
"Rua", "Ceci", "Vila São Pedro", "São José dos Campos", "SP", "12215800"
"Avenida", "Cecilia Lucio de Almeida Mota", "Jardim Nova República", "São José dos Campos", "SP", "12234874"
"Rua", "Cecília Bueno de Alvarenga", "Jardim Santa Inês II", "São José dos Campos", "SP", "12248090"
"Rua", "Cecília Lyrio Tamanhão", "Residencial Ribeira", "São José dos Campos", "SP", "12247357"
"Travessa", "Cecília Rodrigues Souza", "Residencial União", "São José dos Campos", "SP", "12239047"
"Rua", "Cecília Simão", "Jardim Oriente", "São José dos Campos", "SP", "12236320"
"Rua", "Cecílio Celeste", "Cidade Morumbi", "São José dos Campos", "SP", "12236590"
"Rua", "Cecílio Corrá", "Jardim Guimarães", "São José dos Campos", "SP", "12213160"
"Rua", "Cedral", "Jardim Satélite", "São José dos Campos", "SP", "12230730"
"Rua", "Cedro", "Jardim das Indústrias", "São José dos Campos", "SP", "12241270"
"Rua", "Cefeu", "Jardim Satélite", "São José dos Campos", "SP", "12230610"
"Rua", "Celina", "Jardim Colonial", "São José dos Campos", "SP", "12234370"
"Rua", "Celso Negrão", "Residencial Armando Moreira Righi", "São José dos Campos", "SP", "12247806"
"Rua", "Celso Vilhena Vieira", "Cidade Vista Verde", "São José dos Campos", "SP", "12223630"
"Avenida", "Celuta Barbosa Mendonça", "Urbanova", "São José dos Campos", "SP", "12244586"
"Rua", "Centaurus", "Jardim da Granja", "São José dos Campos", "SP", "12227280"
"Praça", "Centenário", "Vila Iracema", "São José dos Campos", "SP", "12228152"
"Avenida", "Central", "Chácaras Reunidas", "São José dos Campos", "SP", "12238430"
"Avenida", "Central", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225414"
"Rua", "Centralina", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233210"
"Condomínio", "Centro Empresarial Taquari", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246857"
"Rua", "Ceramista Roberto Weiss", "Jardim das Colinas", "São José dos Campos", "SP", "12242160"
"Rua", "Cerejeira", "Chácaras Pousada do Vale", "São José dos Campos", "SP", "12226740"
"Rua", "Ceres", "Jardim da Granja", "São José dos Campos", "SP", "12227490"
"Avenida", "Cesare Mansueto Giulio Lattes", "Eugênio de Mello", "São José dos Campos", "SP", "12247014"
"Rua", "Cesarina Della Dea Betti", "Jardim Satélite", "São José dos Campos", "SP", "12231740"
"Rua", "Cesarina Rodrigues Eras Soares", "Jardim São Leopoldo", "São José dos Campos", "SP", "12228182"
"Rua", "Ceteus", "Jardim Satélite", "São José dos Campos", "SP", "12230844"
"Rua", "Chackler Elhage", "Parque Martim Cecerê", "São José dos Campos", "SP", "12227773"
"Travessa", "Chacramento", "Buquirinha II", "São José dos Campos", "SP", "12214581"
"Rua", "Chana Baskin Feigenson", "Jardim Telespark", "São José dos Campos", "SP", "12212730"
"Rua", "Charles Diamond", "Jardim Copacabana", "São José dos Campos", "SP", "12221150"
"Rua", "Chico Buquira", "Conjunto Residencial Galo Branco", "São José dos Campos", "SP", "12247550"
"Travessa", "Chico Luiz", "Centro", "São José dos Campos", "SP", "12210210"
"Rua", "Chile", "Cidade Vista Verde", "São José dos Campos", "SP", "12223060"
"Alameda", "Chiquinha Gonzaga", "Condomínio Residencial Jaguary", "São José dos Campos", "SP", "12244895"
"Alameda", "Chopin", "Jardim Aquárius", "São José dos Campos", "SP", "12242030"
"Rua", "Christiano Pugliesi", "Campo dos Alemães", "São José dos Campos", "SP", "12239200"
"Praça", "Chuí", "Vila Ema", "São José dos Campos", "SP", "12243380"
"Condomínio", "Chácaras Recanto dos Sonhos", "Buquirinha", "São José dos Campos", "SP", "12213801"
"Rua", "Cid Cardozo de Andrade", "Jardim Minas Gerais", "São José dos Campos", "SP", "12213261"
"Rua", "Cid Moreira Rangel", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228282"
"Rua", "Cid Morel", "Jardim Torrão de Ouro", "São José dos Campos", "SP", "12229155"
"Avenida", "Cidade Jardim", "Jardim Satélite", "São José dos Campos", "SP", "12231675"
"Avenida", "Cidade Jardim", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233002"
"Avenida", "Cidade Jardim", "Jardim Portugal", "São José dos Campos", "SP", "12232000"
"Rua", "Cidade Lageado", "Palmeiras de São José", "São José dos Campos", "SP", "12237834"
"Rua", "Cidade de Assunção", "Cidade Vista Verde", "São José dos Campos", "SP", "12223690"
"Rua", "Cidade de Bagé", "Palmeiras de São José", "São José dos Campos", "SP", "12237831"
"Rua", "Cidade de Bento Gonçalves", "Palmeiras de São José", "São José dos Campos", "SP", "12237865"
"Rua", "Cidade de Brasília", "Cidade Vista Verde", "São José dos Campos", "SP", "12223640"
"Rua", "Cidade de La Paz", "Cidade Vista Verde", "São José dos Campos", "SP", "12223680"
"Rua", "Cidade de Lima", "Cidade Vista Verde", "São José dos Campos", "SP", "12223590"
"Rua", "Cidade de Montevidéo", "Cidade Vista Verde", "São José dos Campos", "SP", "12223660"
"Rua", "Cidade de Otawa", "Cidade Vista Verde", "São José dos Campos", "SP", "12223631"
"Rua", "Cidade de Quito", "Cidade Vista Verde", "São José dos Campos", "SP", "12223650"
"Rua", "Cidade de Santiago", "Cidade Vista Verde", "São José dos Campos", "SP", "12223670"
"Rua", "Cidade de Washington", "Cidade Vista Verde", "São José dos Campos", "SP", "12223600"
"Rua", "Cincinato Caetano da Silva", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12232341"
"Rua", "Cinco", "Primavera II", "São José dos Campos", "SP", "12226250"
"Rua", "Cinco", "Jardim Santa Maria", "São José dos Campos", "SP", "12225395"
"Rua", "Cinco", "Mirante do Buquirinha", "São José dos Campos", "SP", "12214513"
"Rua", "Cinco", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225406"
"Rua", "Cinco", "Chácaras Boa Esperança", "São José dos Campos", "SP", "12226165"
"Rua", "Cinco", "Condomínio Residencial Bell Park", "São José dos Campos", "SP", "12227806"
"Rua", "Cinco", "Bom Retiro", "São José dos Campos", "SP", "12226208"
"Rua", "Cinco", "Condomínio Villagio Fazendão", "São José dos Campos", "SP", "12214429"
"Rua", "Cinco", "Conjunto Residencial Dom Pedro II", "São José dos Campos", "SP", "12232856"
"Avenida", "Cinco", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246855"
"Rua", "Cinco", "Buquirinha II", "São José dos Campos", "SP", "12214599"
"Rua", "Cinco", "Jardim Colorado", "São José dos Campos", "SP", "12227733"
"Rua", "Cinco", "Chácara dos Coqueiros", "São José dos Campos", "SP", "12248691"
"Rua", "Cinco", "Chácaras Oliveiras", "São José dos Campos", "SP", "12213276"
"Rua", "Cinco", "Residencial Dunamis", "São José dos Campos", "SP", "12226824"
"Rua", "Cinco de Maio", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225581"
"Rua", "Cinqüenta e Sete", "Cidade Vista Verde", "São José dos Campos", "SP", "12223500"
"Rua", "Cirilo Pereira da Silva", "Jardim Nova Flórida", "São José dos Campos", "SP", "12225065"
"Rua", "Ciro Monteiro", "Vila Ester", "São José dos Campos", "SP", "12221600"
"Rua", "Cisne", "Jardim Satélite", "São José dos Campos", "SP", "12230140"
"Alameda", "Clara Nunes", "Condomínio Residencial Jaguary", "São José dos Campos", "SP", "12244896"
"Rua", "Clarisse Franco Rodrigues", "Residencial São Francisco", "São José dos Campos", "SP", "12227858"
"Rua", "Claudemir Guerra", "Vila Adriana", "São José dos Campos", "SP", "12228848"
"Travessa", "Claudemir José Souza", "Vila Luchetti", "São José dos Campos", "SP", "12231565"
"Rua", "Claudinei Duarte Pereira", "Campo dos Alemães", "São José dos Campos", "SP", "12239120"
"Rua", "Claudino Pinto", "Centro", "São José dos Campos", "SP", "12210010"
"Rua", "Claudino Prisco", "Vila Nova Cristina", "São José dos Campos", "SP", "12211139"
"Rua", "Claudio Mitsuhiro Kano", "Residencial Bosque dos Ipês", "São José dos Campos", "SP", "12236893"
"Travessa", "Claudionor Chaves Itacaramby", "Jardim Bela Vista", "São José dos Campos", "SP", "12209155"
"Rua", "Claudnei Marcondes Cordeiro", "Jardim dos Bandeirantes", "São José dos Campos", "SP", "12234796"
"Rua", "Cleide Veloso de Souza", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228293"
"Rua", "Clementina de Jesus", "Conjunto Residencial Elmano Veloso", "São José dos Campos", "SP", "12234700"
"Rua", "Clementino Alves de Souza", "Vila Industrial", "São José dos Campos", "SP", "12220410"
"Rua", "Clementino Rodrigues Simões", "Conjunto Residencial Galo Branco", "São José dos Campos", "SP", "12247490"
"Rua", "Cleonice Diniz Barbosa", "Urbanova", "São José dos Campos", "SP", "12244604"
"Rua", "Cleto dos Santos", "Jardim Del Rey", "São José dos Campos", "SP", "12232236"
"Rua", "Cleusa Maria Soares da Silva", "Jardim Mariana I", "São José dos Campos", "SP", "12226866"
"Rua", "Cleyde Mara Ferreira de Andrade", "Urbanova", "São José dos Campos", "SP", "12244613"
"Rua", "Cláudio Lemes", "Urbanova", "São José dos Campos", "SP", "12244521"
"Rua", "Clóvis Bevilacqua", "Jardim Esplanada", "São José dos Campos", "SP", "12242790"
"Rua", "Coari", "Parque Industrial", "São José dos Campos", "SP", "12235770"
"Rua", "Cocanha", "Jardim Satélite", "São José dos Campos", "SP", "12230640"
"Rua", "Codajas", "Parque Industrial", "São José dos Campos", "SP", "12235591"
"Praça", "Colinas", "Chácaras Reunidas", "São José dos Campos", "SP", "12238481"
"Condomínio Residencial", "Colinas do Paratehy", "Urbanova", "São José dos Campos", "SP", "12244601"
"Rua", "Colombo", "Jardim Oriente", "São José dos Campos", "SP", "12236120"
"Praça", "Columba", "Jardim da Granja", "São José dos Campos", "SP", "12227510"
"Rua", "Colômbia", "Cidade Vista Verde", "São José dos Campos", "SP", "12223090"
"Alameda", "Colônia", "Condomínio Espelho D'água", "São José dos Campos", "SP", "12213543"
"Rua", "Comendador Remo Cesaroni", "Vila Ema", "São José dos Campos", "SP", "12243020"
"Avenida", "Comendador de Vicente Paulo Penido", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246856"
"Rua", "Conceição Aparecida Lima Pereira", "Portal de Minas", "São José dos Campos", "SP", "12211144"
"Rua", "Concórdia", "Chácaras Reunidas", "São José dos Campos", "SP", "12238440"
"Avenida", "Conde Francisco Matarazzo", "Jardim Telespark", "São José dos Campos", "SP", "12212710"
"Rua", "Condelac Chaves de Andrade", "Urbanova", "São José dos Campos", "SP", "12244461"
"Avenida", "Confrade Geraldino Gabriel da Silva", "Jardim República", "São José dos Campos", "SP", "12234840"
"Rua", "Confrade José Paulino do Nascimento", "Jardim San Marino", "São José dos Campos", "SP", "12235835"
"Rua", "Confrade José Simão Viana", "Jardim República", "São José dos Campos", "SP", "12234833"
"Rua", "Confrade João Pereira dos Santos", "Jardim República", "São José dos Campos", "SP", "12234832"
"Rua", "Confrade Nelson Pereira Lima", "Jardim Santa Luzia", "São José dos Campos", "SP", "12228854"
"Rua", "Conrado Cruz", "Urbanova", "São José dos Campos", "SP", "12244530"
"Rua", "Conselheiro Lafaiete", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233560"
"Rua", "Conselheiro Rodrigues Alves", "Centro", "São José dos Campos", "SP", "12209540"
"Travessa", "Constantino Pintos", "Vila Rossi", "São José dos Campos", "SP", "12211110"
"Rua", "Constanzo de Fênix", "Centro", "São José dos Campos", "SP", "12245770"
"Avenida", "Constância da Cunha Paiva", "Jardim Santa Inês II", "São José dos Campos", "SP", "12248510"
"Travessa", "Contantino Pinto", "Jardim Bela Vista", "São José dos Campos", "SP", "12209211"
"Rua", "Copacabana", "Jardim Satélite", "São José dos Campos", "SP", "12230030"
"Rua", "Copenhague", "Jardim Augusta", "São José dos Campos", "SP", "12216660"
"Avenida", "Corcovado", "Condomínio Residencial Jaguary", "São José dos Campos", "SP", "12244626"
"Rua", "Cordelio da Costa", "Vila Paiva", "São José dos Campos", "SP", "12213380"
"Rua", "Cordoba", "Jardim América", "São José dos Campos", "SP", "12235390"
"Rua", "Corifeu de Azevedo Marques", "Jardim das Indústrias", "São José dos Campos", "SP", "12240780"
"Rua", "Corifeu de Azevedo Marques", "Jardim das Indústrias", "São José dos Campos", "SP", "12241040"
"Rua", "Corina Pedrosa Púpio", "Jardim Torrão de Ouro", "São José dos Campos", "SP", "12229835"
"Rua", "Corinto", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233240"
"Rua", "Coroatá", "Parque Industrial", "São José dos Campos", "SP", "12235552"
"Rua", "Coronel Afro Marcondes", "Santana", "São José dos Campos", "SP", "12211660"
"Rua", "Coronel Antonio Jacylino Alves Salgado", "Vila Adriana", "São José dos Campos", "SP", "12228836"
"Rua", "Coronel Antônio Lepiane", "Chácaras Pousada do Vale", "São José dos Campos", "SP", "12226764"
"Trevo", "Coronel Aviador José Alberto Albano do Amarante", "Putim", "São José dos Campos", "SP", "12228001"
"Rua", "Coronel Delfino Ramos", "Jardim Satélite", "São José dos Campos", "SP", "12230845"
"Rua", "Coronel Donato Mascarenhas", "Monte Castelo", "São José dos Campos", "SP", "12215060"
"Rua", "Coronel Edwino Ruediger", "Vila Adriana", "São José dos Campos", "SP", "12228834"
"Rua", "Coronel Eurico Costa Souza", "Jardim Diamante", "São José dos Campos", "SP", "12223160"
"Rua", "Coronel Francisco Américo Fontenele", "Jardim Apolo I", "São José dos Campos", "SP", "12243004"
"Rua", "Coronel Gonçalves", "Eugênio de Mello", "São José dos Campos", "SP", "12247002"
"Rua", "Coronel Hildebrando Pralon Ferreira Leite", "Jardim das Colinas", "São José dos Campos", "SP", "12242100"
"Rua", "Coronel José Domingues de Vasconcelos", "Vila Adyana", "São José dos Campos", "SP", "12243840"
"Rua", "Coronel José Monteiro", "Centro", "São José dos Campos", "SP", "12210140"
"Rua", "Coronel João Cursino", "Eugênio de Mello", "São José dos Campos", "SP", "12247260"
"Rua", "Coronel João Cursino", "Vila Adyana", "São José dos Campos", "SP", "12243680"
"Rua", "Coronel Madeira", "Centro", "São José dos Campos", "SP", "12245760"
"Rua", "Coronel Manoel Martins Júnior", "Jardim Esplanada II", "São José dos Campos", "SP", "12242810"
"Rua", "Coronel Morais", "Centro", "São José dos Campos", "SP", "12209550"
"Rua", "Coronel Pacheco Neto", "Jardim Paulista", "São José dos Campos", "SP", "12216110"
"Rua", "Coronel Palimerico Resende", "Jardim Colonial", "São José dos Campos", "SP", "12234330"
"Rua", "Coronel Silvestre Cândido Ribeiro", "Vila Cândida", "São José dos Campos", "SP", "12213560"
"Praça", "Corretor de Imóveis", "Jardim São Dimas", "São José dos Campos", "SP", "12245105"
"Rua", "Corrégo Lava Pés", "Altos da Vila Paiva", "São José dos Campos", "SP", "12213106"
"Rua", "Cosmos", "Jardim América", "São José dos Campos", "SP", "12235440"
"Rua", "Costa Rica", "Cidade Vista Verde", "São José dos Campos", "SP", "12223270"
"Rua", "Costa Rica", "Jardim América", "São José dos Campos", "SP", "12235120"
"Rua", "Cotegipe", "Jardim Satélite", "São José dos Campos", "SP", "12230551"
"Rua", "Crater", "Jardim Satélite", "São José dos Campos", "SP", "12230550"
"Rua", "Crato", "Parque Industrial", "São José dos Campos", "SP", "12235580"
"Rua", "Crisante Barbosa Miranda", "Jardim Nova Michigan", "São José dos Campos", "SP", "12225410"
"Rua", "Cristal", "Jardim São José Centro", "São José dos Campos", "SP", "12215780"
"Rua", "Cristiane Quitéria Oliveira Porto", "Residencial São Francisco", "São José dos Campos", "SP", "12227854"
"Rua", "Cristiane de Souza Ramos", "Jardim Sul", "São José dos Campos", "SP", "12236491"
"Rua", "Cristóvão Colombo", "Jardim Paulista", "São José dos Campos", "SP", "12216030"
"Rua", "Cristóvão de Alencar", "Jardim São Jorge", "São José dos Campos", "SP", "12221190"
"Rua", "Cruzeiro", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233460"
"Praça", "Cruzeiro", "Bom Retiro", "São José dos Campos", "SP", "12226294"
"Rua", "Cruzália", "Jardim Satélite", "São José dos Campos", "SP", "12230830"
"Rua", "Cuba", "Cidade Vista Verde", "São José dos Campos", "SP", "12223390"
"Rua", "Cuernavaca", "Jardim das Paineiras II", "São José dos Campos", "SP", "12226107"
"Rua", "Cuiabá", "Vila São Bento", "São José dos Campos", "SP", "12231370"
"Rua", "Culiacán", "Jardim das Paineiras II", "São José dos Campos", "SP", "12226114"
"Rua", "Curacao", "Cidade Vista Verde", "São José dos Campos", "SP", "12223750"
"Rua", "Curitiba", "Vila Terezinha", "São José dos Campos", "SP", "12209690"
"Praça", "Custódio Bento de Souza", "Monte Castelo", "São José dos Campos", "SP", "12215420"
"Rua", "Cyro Guimarães", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246071"
"Rua", "Cândida Costa da Silva", "Parque Nova Esperança", "São José dos Campos", "SP", "12226090"
"Praça", "Cândida Maria César Sawaya Giana", "Jardim Apolo I", "São José dos Campos", "SP", "12243003"
"Rua", "Cândido Barbosa", "Jardim Nova Detroit", "São José dos Campos", "SP", "12224550"
"Praça", "Cândido Bertolini", "Jardim Satélite", "São José dos Campos", "SP", "12230621"
"Praça", "Cândido Dias Castejon", "Centro", "São José dos Campos", "SP", "12245720"
"Rua", "Cândido Gonçalves Gomes", "Alto da Ponte", "São José dos Campos", "SP", "12212512"
"Rua", "Cândido Gonçalves de Bem", "Alto da Ponte", "São José dos Campos", "SP", "12212460"
"Rua", "Cândido Marciano Leite", "Vila Betânia", "São José dos Campos", "SP", "12245486"
"Travessa", "Cândido Portinari", "Centro", "São José dos Campos", "SP", "12209620"
"Rua", "Cândido das Neves", "Vila Ester", "São José dos Campos", "SP", "12221690"
"Rua", "Célia Regina de Oliveira", "Jardim Santa Inês III", "São José dos Campos", "SP", "12248499"
"Rua", "Célio José dos Santos", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246023"
"Rua", "Célio Santos", "Vila Tesouro", "São José dos Campos", "SP", "12221440"
"Rua", "Célio Vaz de Lima", "Residencial Armando Moreira Righi", "São José dos Campos", "SP", "12247794"
"Rua", "César Leite", "Centro", "São José dos Campos", "SP", "12245800"
"Rua", "César Luiz da Silva Generoso", "Campo dos Alemães", "São José dos Campos", "SP", "12239230"
"Praça", "César Traballi", "Jardim Telespark", "São José dos Campos", "SP", "12212810"
"Rua", "Córrego Santa Bárbara", "Altos da Vila Paiva", "São José dos Campos", "SP", "12213098"
"Rua", "Córrego Senhorinha", "Altos da Vila Paiva", "São José dos Campos", "SP", "12213084"
"Rua", "Córrego Taquari", "Altos da Vila Paiva", "São José dos Campos", "SP", "12213112"
"Rua", "Córrego da Ressaca", "Altos da Vila Paiva", "São José dos Campos", "SP", "12213068"
"Rua", "Córrego do Bengalar", "Altos da Vila Paiva", "São José dos Campos", "SP", "12213094"
"Rua", "Córrego do Cambuí", "Altos da Vila Paiva", "São José dos Campos", "SP", "12213092"
"Rua", "Córrego do Roncador", "Altos da Vila Paiva", "São José dos Campos", "SP", "12213096"
"Rua", "Córrego do Sabão", "Altos da Vila Paiva", "São José dos Campos", "SP", "12213070"
"Rua", "Córrego do Sertãozinho", "Altos da Vila Paiva", "São José dos Campos", "SP", "12213086"
"Rua", "Cônego José Fortunato da Silva Ramos", "Jardim Bela Vista", "São José dos Campos", "SP", "12209200"
"Rua", "Cônego José Francisco Monteiro", "Jardim Paulista", "São José dos Campos", "SP", "12216180"
"Rua", "Cônego José Romão da Rosa Góes", "Jardim Imperial", "São José dos Campos", "SP", "12234080"
"Praça", "Cônego João Marcondes Guimarães", "Centro", "São José dos Campos", "SP", "12209650"
"Praça", "Cônego Lima", "Centro", "São José dos Campos", "SP", "12210080"
"Rua", "Cônego Ruy Amaral de Mello", "Urbanova", "São José dos Campos", "SP", "12244250"
