"log_tipo_logradouro", "logradouro", "bairro", "cidade", "uf", "cep"
"Rua", "Oito", "Residencial Dom Bosco", "São José dos Campos", "SP", "12225868"
"Rua", "Oito", "Mirante do Buquirinha", "São José dos Campos", "SP", "12214541"
"Rua", "Oito", "Chácara dos Coqueiros", "São José dos Campos", "SP", "12248694"
"Rua", "Oito", "Residencial Dunamis", "São José dos Campos", "SP", "12226758"
"Avenida", "Oito de Dezembro", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225490"
"Praça", "Oito de Março", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225551"
"Rua", "Olavo Antonio Ribeiro", "Conjunto Papa João Paulo II", "São José dos Campos", "SP", "12232413"
"Rua", "Olavo Augusto Andrade", "Jardim Torrão de Ouro", "São José dos Campos", "SP", "12229135"
"Rua", "Olga Rocha de Moraes", "Jardim Limoeiro", "São José dos Campos", "SP", "12241300"
"Rua", "Olinda", "Parque Industrial", "São José dos Campos", "SP", "12235830"
"Rua", "Olinto de Aquino", "Palmeiras de São José", "São José dos Campos", "SP", "12237838"
"Rua", "Oliveira Antunes Alvarenga", "Campo dos Alemães", "São José dos Campos", "SP", "12239130"
"Rua", "Olivo Gomes", "Vila Alexandrina", "São José dos Campos", "SP", "12211290"
"Avenida", "Olivo Gomes", "Santana", "São José dos Campos", "SP", "12211115"
"Rua", "Olímpia", "Jardim das Indústrias", "São José dos Campos", "SP", "12240200"
"Rua", "Olímpia Maria de Paula", "Portal de Minas", "São José dos Campos", "SP", "12211149"
"Rua", "Olímpio de Lima", "Cidade Morumbi", "São José dos Campos", "SP", "12236640"
"Travessa", "Olívia Cesária S. Silva", "Buquirinha II", "São José dos Campos", "SP", "12214569"
"Praça", "Olívio Augusto da Silva", "Monte Castelo", "São José dos Campos", "SP", "12215451"
"Rua", "Olívio Augusto do Amaral", "Loteamento Residencial Vista Linda", "São José dos Campos", "SP", "12220057"
"Avenida", "Omar Fonseca", "Urbanova", "São José dos Campos", "SP", "12244396"
"Rua", "Onofre José dos Reis", "Jardim Imperial", "São José dos Campos", "SP", "12234170"
"Rua", "Onofre do Prado", "Urbanova", "São José dos Campos", "SP", "12244330"
"Rua", "Onze", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225413"
"Rua", "Onze", "Conjunto Residencial Dom Pedro II", "São José dos Campos", "SP", "12232866"
"Avenida", "Onze", "Conjunto Residencial Dom Pedro II", "São José dos Campos", "SP", "12232889"
"Avenida", "Onze", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246852"
"Rua", "Onze", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228286"
"Rua", "Onze", "Chácara dos Coqueiros", "São José dos Campos", "SP", "12248697"
"Rua", "Onze", "Residencial Dunamis", "São José dos Campos", "SP", "12226767"
"Rua", "Onze", "Jardim das Paineiras I", "São José dos Campos", "SP", "12226094"
"Viela", "Onze de Agosto", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225521"
"Rua", "Opala", "Jardim São José Centro", "São José dos Campos", "SP", "12216300"
"Rua", "Orildo Moreira da Silva", "Conjunto Residencial Dom Pedro I", "São José dos Campos", "SP", "12232833"
"Rua", "Orion", "Jardim da Granja", "São José dos Campos", "SP", "12227350"
"Rua", "Orlandino de Freitas", "Campos de São José", "São José dos Campos", "SP", "12226330"
"Rua", "Orlandino de Paula Pereira", "Jardim República", "São José dos Campos", "SP", "12234829"
"Rua", "Orlando Balbino da Silva", "Jardim Terras do Sul", "São José dos Campos", "SP", "12236073"
"Avenida", "Orlando Ferreira Rebouças", "Jardim Cruzeiro do Sul", "São José dos Campos", "SP", "12234801"
"Rua", "Orlando Machado de Araújo", "Jardim Itapoã", "São José dos Campos", "SP", "12247320"
"Rua", "Orlando Marciano Leite", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233080"
"Rua", "Orlando Saes", "Jardim da Granja", "São José dos Campos", "SP", "12227240"
"Rua", "Orlando Silva", "Jardim Nova Detroit", "São José dos Campos", "SP", "12224580"
"Travessa", "Orlinda Ferreira da Silva", "Vila Luchetti", "São José dos Campos", "SP", "12231567"
"Rua", "Oros", "Palmeiras de São José", "São José dos Campos", "SP", "12237150"
"Rua", "Osaka", "Jardim Oriente", "São José dos Campos", "SP", "12236150"
"Rua", "Osasco", "Jardim das Indústrias", "São José dos Campos", "SP", "12241150"
"Rua", "Osberre Bassi", "Jardim São Judas Tadeu", "São José dos Campos", "SP", "12228371"
"Rua", "Oscar Coelho Laurino", "Conjunto Residencial Esplanada do Sol", "São José dos Campos", "SP", "12244840"
"Rua", "Oscar Dias do Nascimento", "Conjunto Residencial Elmano Veloso", "São José dos Campos", "SP", "12234600"
"Rua", "Oscar Ferreira Pedrosa", "Residencial Jatobá", "São José dos Campos", "SP", "12228173"
"Rua", "Oscar Ferreira Silva", "Jardim República", "São José dos Campos", "SP", "12234831"
"Rua", "Oscar Florentino", "Jardim Torrão de Ouro", "São José dos Campos", "SP", "12229150"
"Rua", "Oscar da Silva Santos", "Monte Castelo", "São José dos Campos", "SP", "12215560"
"Rua", "Osiris Costa Monteiro de Barros", "Palmeiras de São José", "São José dos Campos", "SP", "12237841"
"Rua", "Oslo", "Vila Nair", "São José dos Campos", "SP", "12231250"
"Rua", "Osvaldo Caldardo", "Jardim Nova República", "São José dos Campos", "SP", "12234870"
"Rua", "Osvaldo Faria", "Jardim Satélite", "São José dos Campos", "SP", "12231720"
"Rua", "Osvaldo Gonçalves Toledo", "Jardim dos Bandeirantes", "São José dos Campos", "SP", "12234788"
"Rua", "Osvaldo Macedo Lecques", "Jardim Satélite", "São José dos Campos", "SP", "12231610"
"Rua", "Osvaldo Orlando da Costa", "Conjunto Residencial Dom Pedro I", "São José dos Campos", "SP", "12232842"
"Rua", "Osvaldo da Graça Almeida Júnior", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228295"
"Rua", "Oswaldo Gogliano", "Vila Ester", "São José dos Campos", "SP", "12221700"
"Rua", "Oswaldo Ricci", "Parque Martim Cecerê", "São José dos Campos", "SP", "12227750"
"Rua", "Oswaldo da Silva Chaves", "Jardim Ouro Preto", "São José dos Campos", "SP", "12211470"
"Rua", "Oswaldo de Pinto Guimarães", "Jardim Limoeiro", "São José dos Campos", "SP", "12241380"
"Rua", "Otacílio Alves Caldeira", "Jardim Rodolfo", "São José dos Campos", "SP", "12224834"
"Avenida", "Otaviano Alves de Siqueira", "Jardim Minas Gerais", "São José dos Campos", "SP", "12213255"
"Praça", "Otávio Del Nero", "Jardim Imperial", "São José dos Campos", "SP", "12234110"
"Rua", "Otávio Moraes Lopes", "Jardim Americano", "São José dos Campos", "SP", "12225040"
"Rua", "Ourinhos", "Jardim Alvorada", "São José dos Campos", "SP", "12240511"
"Avenida", "Ouro Fino", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233400"
"Avenida", "Ouro Fino", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233401"
"Praça", "Ouro Preto", "Jardim Ismênia", "São José dos Campos", "SP", "12220790"
"Rua", "Ouvídio Machado da Silva", "Residencial União", "São José dos Campos", "SP", "12239030"
"Rua", "Ovidio Cesar", "Vila Jaci", "São José dos Campos", "SP", "12211400"
"Rua", "P", "Jardim Colonial", "São José dos Campos", "SP", "12234471"
"Rua", "Padre Antônio Vieira", "Jardim Bela Vista", "São José dos Campos", "SP", "12209160"
"Rua", "Padre Cícero Romão Batista", "Jardim São José Leste", "São José dos Campos", "SP", "12248628"
"Praça", "Padre Geraldo Ribeiro da Costa", "Alto da Ponte", "São José dos Campos", "SP", "12212590"
"Rua", "Padre Guilherme Hopp", "Jardim Santa Inês I", "São José dos Campos", "SP", "12248260"
"Rua", "Padre Joaquim Franca", "Jardim Americano", "São José dos Campos", "SP", "12225110"
"Rua", "Padre Jonas Traversin", "Urbanova", "São José dos Campos", "SP", "12244606"
"Rua", "Padre José Maria da Silva Ramos", "Jardim das Colinas", "São José dos Campos", "SP", "12242250"
"Rua", "Padre José Maria da Silva Ramos", "Jardim Paraíso do Sol", "São José dos Campos", "SP", "12225160"
"Praça", "Padre José Rúbens Franco Bonafe", "Alto da Ponte", "São José dos Campos", "SP", "12212510"
"Praça", "Padre Leon Dehon", "Parque Industrial", "São José dos Campos", "SP", "12235553"
"Rua", "Padre Nóbrega", "Jardim Imperial", "São José dos Campos", "SP", "12234140"
"Rua", "Padre Rodolfo", "Vila Ema", "São José dos Campos", "SP", "12243080"
"Rua", "Padre Wagner Rodolfo da Silva", "Residencial Independência", "São José dos Campos", "SP", "12213343"
"Avenida", "Padre Wilson Cunha", "Campo dos Alemães", "São José dos Campos", "SP", "12239400"
"Rua", "Paissandu", "Jardim América", "São José dos Campos", "SP", "12235020"
"Rua", "Palas", "Jardim da Granja", "São José dos Campos", "SP", "12227500"
"Rua", "Palmares", "Parque Industrial", "São José dos Campos", "SP", "12235620"
"Rua", "Palmira Colla Rosa", "Campos de São José", "São José dos Campos", "SP", "12226450"
"Rua", "Palmital", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233760"
"Rua", "Palmyra Rosa do Prado Estefano", "Campo dos Alemães", "São José dos Campos", "SP", "12239550"
"Rua", "Paloma Cintia Santos Oliveira", "Campo dos Alemães", "São José dos Campos", "SP", "12239620"
"Rua", "Panacéia", "Chácaras Pousada do Vale", "São José dos Campos", "SP", "12226743"
"Rua", "Panamá", "Cidade Vista Verde", "São José dos Campos", "SP", "12223050"
"Rua", "Pandiá Calógeras", "Jardim Esplanada", "São José dos Campos", "SP", "12242710"
"Avenida", "Papa João Paulo I", "Jardim Satélite", "São José dos Campos", "SP", "12231710"
"Avenida", "Papa João Paulo II", "Urbanova", "São José dos Campos", "SP", "12244597"
"Rua", "Papa João XXIII", "Vila Industrial", "São José dos Campos", "SP", "12220540"
"Praça", "Papa Paulo VI", "Vila Industrial", "São José dos Campos", "SP", "12220001"
"Alameda", "Papiro", "Condomínio Espelho D'água", "São José dos Campos", "SP", "12213544"
"Rua", "Paracatu", "Vila São Bento", "São José dos Campos", "SP", "12231460"
"Rua", "Paraguai", "Cidade Vista Verde", "São José dos Campos", "SP", "12223040"
"Rua", "Paraguassu", "Santana", "São José dos Campos", "SP", "12212110"
"Rua", "Paraibuna", "Jardim São Dimas", "São José dos Campos", "SP", "12245020"
"Rua", "Paraibuna", "Jardim São Dimas", "São José dos Campos", "SP", "12245021"
"Rua", "Paraibuna", "Vila Nair", "São José dos Campos", "SP", "12231010"
"Avenida", "Paraiso", "Jardim América", "São José dos Campos", "SP", "12235460"
"Rua", "Paranapanema", "Vila São Bento", "São José dos Campos", "SP", "12231510"
"Rua", "Paraná", "Vila Maria", "São José dos Campos", "SP", "12209250"
"Avenida", "Pararangaba", "Jardim Pararangaba", "São José dos Campos", "SP", "12224790"
"Praça", "Paraíba", "Vila São Pedro", "São José dos Campos", "SP", "12216390"
"Rua", "Parintins", "Parque Industrial", "São José dos Campos", "SP", "12235771"
"Praça", "Paris", "Jardim Augusta", "São José dos Campos", "SP", "12216780"
"Rua", "Parnabi", "Bairro da Pernambucana", "São José dos Campos", "SP", "12228841"
"Rua", "Parnaiba", "Vila São Bento", "São José dos Campos", "SP", "12231490"
"Rua", "Particular", "Jardim Limoeiro", "São José dos Campos", "SP", "12241460"
"Rua", "Particular", "Jardim América", "São José dos Campos", "SP", "12235421"
"Rua", "Particular", "Jardim Oriente", "São José dos Campos", "SP", "12236082"
"Travessa", "Particular", "Freitas", "São José dos Campos", "SP", "12214456"
"Rua", "Pará de Minas", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233592"
"Rua", "Pascoal Moreira", "Jardim Nova América", "São José dos Campos", "SP", "12242670"
"Rua", "Pascoal Moreira", "Jardim Esplanada", "São José dos Campos", "SP", "12242311"
"Rua", "Passo Fundo", "Vila Monterrey", "São José dos Campos", "SP", "12226793"
"Rua", "Pastor Jaime Wright", "Campo dos Alemães", "São José dos Campos", "SP", "12239680"
"Rua", "Pastor Jair Alves da Costa", "Jardim Paraíso do Sol", "São José dos Campos", "SP", "12225190"
"Rua", "Pastor José Ferreira Rito", "Campos de São José", "São José dos Campos", "SP", "12226520"
"Rua", "Pastor José Freire Maciel Parente", "Residencial Bosque dos Ipês", "São José dos Campos", "SP", "12236894"
"Rua", "Pastor José Medeiros de Oliveira", "Campo dos Alemães", "São José dos Campos", "SP", "12239630"
"Travessa", "Pastor João Vera Pelegrino", "Jardim Paulista", "São José dos Campos", "SP", "12215740"
"Rua", "Pastor Miguel Cornélio de Morais", "Parque dos Ipês", "São José dos Campos", "SP", "12236865"
"Rua", "Patagones", "Jardim América", "São José dos Campos", "SP", "12235031"
"Travessa", "Pataiba", "Jardim Vale do Sol", "São José dos Campos", "SP", "12238120"
"Rua", "Patativa", "Vila Tatetuba", "São José dos Campos", "SP", "12220140"
"Rua", "Patrícia Maria Hipólito", "Jardim Nova República", "São José dos Campos", "SP", "12234852"
"Rua", "Patrício Santana", "Jardim Satélite", "São José dos Campos", "SP", "12230080"
"Rua", "Paturi", "Buquirinha II", "São José dos Campos", "SP", "12214563"
"Avenida", "Paul Harris", "Jardim das Colinas", "São José dos Campos", "SP", "12242170"
"Rua", "Paula Correia de Faria", "Campo dos Alemães", "São José dos Campos", "SP", "12239825"
"Rua", "Paula M F Teixeira", "Vila São Bento", "São José dos Campos", "SP", "12231602"
"Rua", "Paula Ney", "Vila Sinhá", "São José dos Campos", "SP", "12212656"
"Rua", "Paulina Leite", "Eugênio de Mello", "São José dos Campos", "SP", "12247110"
"Rua", "Paulino Blair", "Jardim Estoril", "São José dos Campos", "SP", "12232030"
"Avenida", "Paulista", "Jardim Esplanada", "São José dos Campos", "SP", "12242470"
"Avenida", "Paulo Beker", "Vila Adyana", "São José dos Campos", "SP", "12243610"
"Rua", "Paulo Edson Blair", "Jardim Apolo II", "São José dos Campos", "SP", "12243100"
"Rua", "Paulo Foresti Werneck da Silva", "Residencial Tatetuba", "São José dos Campos", "SP", "12220070"
"Rua", "Paulo Haruyoshi Hayashi", "Urbanova", "São José dos Campos", "SP", "12244570"
"Rua", "Paulo Hunger", "Jardim Telespark", "São José dos Campos", "SP", "12212740"
"Rua", "Paulo Leite de Morais", "Residencial Armando Moreira Righi", "São José dos Campos", "SP", "12247796"
"Rua", "Paulo Liberato Cursino", "Residencial São Francisco", "São José dos Campos", "SP", "12227853"
"Ponte", "Paulo Machado de Carvalho", "Vila Cândida", "São José dos Campos", "SP", "12213522"
"Rua", "Paulo Madureira Lebrão", "Vila Alexandrina", "São José dos Campos", "SP", "12211240"
"Rua", "Paulo Nunes dos Reis", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228316"
"Rua", "Paulo Renato da Cunha Santos", "Urbanova", "São José dos Campos", "SP", "12244515"
"Rua", "Paulo Roberto Carrilho Sanches", "Residencial Ana Maria", "São José dos Campos", "SP", "12224819"
"Rua", "Paulo Roberto Ferreira de Moura", "Parque Interlagos", "São José dos Campos", "SP", "12229826"
"Avenida", "Paulo Roberto Pinto Neves", "Condomínio Chácara Serimbura", "São José dos Campos", "SP", "12244005"
"Rua", "Paulo Rodolfo Aparecido", "Residencial São Francisco", "São José dos Campos", "SP", "12227865"
"Rua", "Paulo Salem", "Jardim Paraíso do Sol", "São José dos Campos", "SP", "12225230"
"Rua", "Paulo Setúbal", "Jardim São Dimas", "São José dos Campos", "SP", "12245460"
"Rua", "Paulo Sérgio Kacuta", "Jardim Santa Rosa", "São José dos Campos", "SP", "12228872"
"Rua", "Paulo Venâncio de Paiva", "Jardim Itapoã", "São José dos Campos", "SP", "12247400"
"Rua", "Paulo Wagner Dinamarco", "Urbanova", "São José dos Campos", "SP", "12244560"
"Rua", "Paulo da Silva Santos", "Floradas de São José", "São José dos Campos", "SP", "12230091"
"Rua", "Pedra Alta", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214391"
"Rua", "Pedra Azul", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233330"
"Rua", "Pedra Pouso do Rochedo", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214280"
"Rua", "Pedra Redonda", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214080"
"Rua", "Pedra Vermelha", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214070"
"Rua", "Pedra do Baú", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214380"
"Rua", "Pedra do Capim Azul", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214260"
"Rua", "Pedra do Sino", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214210"
"Rua", "Pedralva", "Jardim Ismênia", "São José dos Campos", "SP", "12220800"
"Rua", "Pedro Alves Faria", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228301"
"Praça", "Pedro Americo", "Vila Ema", "São José dos Campos", "SP", "12243570"
"Rua", "Pedro Antônio de Castro Pinheiros", "Vila Dirce", "São José dos Campos", "SP", "12213041"
"Rua", "Pedro Batista Gonçalves", "Urbanova", "São José dos Campos", "SP", "12244889"
"Rua", "Pedro Belarmino", "Residencial Jatobá", "São José dos Campos", "SP", "12228175"
"Rua", "Pedro Benedito Ferreira", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228291"
"Rua", "Pedro Daniel", "Jardim São Vicente", "São José dos Campos", "SP", "12224320"
"Praça", "Pedro David", "Jardim Esplanada II", "São José dos Campos", "SP", "12242830"
"Rua", "Pedro David Filho", "Jardim Telespark", "São José dos Campos", "SP", "12212760"
"Travessa", "Pedro Dellias", "Jardim Esplanada II", "São José dos Campos", "SP", "12242820"
"Avenida", "Pedro Domingues Affonso", "Jardim Santa Inês III", "São José dos Campos", "SP", "12248498"
"Rua", "Pedro Ernesto", "Vila Sanches", "São José dos Campos", "SP", "12245520"
"Avenida", "Pedro Friggi", "Cidade Vista Verde", "São José dos Campos", "SP", "12223430"
"Rua", "Pedro Gonçalves Reis", "Jardim Torrão de Ouro", "São José dos Campos", "SP", "12229220"
"Travessa", "Pedro José Dias", "Mirante do Buquirinha", "São José dos Campos", "SP", "12214544"
"Rua", "Pedro José dos Santos", "Campo dos Alemães", "São José dos Campos", "SP", "12239830"
"Rua", "Pedro Lopes da Silva", "Urbanova", "São José dos Campos", "SP", "12244580"
"Rua", "Pedro Luiz de Oliveira Costa", "Jardim Limoeiro", "São José dos Campos", "SP", "12241420"
"Rua", "Pedro Manzatto", "Residencial Dom Bosco", "São José dos Campos", "SP", "12225880"
"Rua", "Pedro Martins Ribeiro", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233410"
"Rua", "Pedro Martins de Toledo", "Jardim Satélite", "São José dos Campos", "SP", "12231640"
"Rua", "Pedro Medeiros", "Residencial São Francisco", "São José dos Campos", "SP", "12227863"
"Estrada Municipal", "Pedro Moacir de Almeida", "Alto da Ponte", "São José dos Campos", "SP", "12212452"
"Rua", "Pedro Nunes de Souza", "Jardim Terras do Sul", "São José dos Campos", "SP", "12236067"
"Rua", "Pedro Paulo de Andrade", "Condomínio Chácara Serimbura", "São José dos Campos", "SP", "12244007"
"Rua", "Pedro Pereira Filho", "Vila Industrial", "São José dos Campos", "SP", "12220482"
"Rua", "Pedro Pinto da Cunha Filho", "Monte Castelo", "São José dos Campos", "SP", "12215590"
"Rua", "Pedro Pomar", "Conjunto Residencial Dom Pedro I", "São José dos Campos", "SP", "12232471"
"Rua", "Pedro Rabelo de Araújo", "Jardim Apolo II", "São José dos Campos", "SP", "12243111"
"Travessa", "Pedro Rachid", "Santana", "São José dos Campos", "SP", "12212090"
"Rua", "Pedro Rachid", "Santana", "São José dos Campos", "SP", "12212100"
"Rua", "Pedro Rachid", "Santana", "São José dos Campos", "SP", "12211180"
"Praça", "Pedro Ribeiro Godoy", "Santana", "São José dos Campos", "SP", "12212281"
"Rua", "Pedro Soares de Moraes", "Jardim Limoeiro", "São José dos Campos", "SP", "12241310"
"Rua", "Pedro Synesio Vanzella", "Urbanova", "São José dos Campos", "SP", "12244574"
"Rua", "Pedro Tatimoto", "Jardim América", "São José dos Campos", "SP", "12235060"
"Rua", "Pedro Tursi", "Jardim Satélite", "São José dos Campos", "SP", "12230075"
"Rua", "Pedro Venuto Ragazini", "Jardim Nova Detroit", "São José dos Campos", "SP", "12224620"
"Rua", "Pedro de Toledo", "Vila Adyana", "São José dos Campos", "SP", "12243740"
"Avenida", "Pedro Álvares Cabral", "Jardim Paulista", "São José dos Campos", "SP", "12216000"
"Rua", "Pedroso", "Águas da Prata", "São José dos Campos", "SP", "12225261"
"Rua", "Pegaso", "Jardim Satélite", "São José dos Campos", "SP", "12230260"
"Rua", "Peixinhos", "Vila Paiva", "São José dos Campos", "SP", "12213510"
"Rua", "Pelotas", "Vila São Bento", "São José dos Campos", "SP", "12231400"
"Vila", "Pena", "Santana", "São José dos Campos", "SP", "12212220"
"Rua", "Penedo", "Jardim Veneza", "São José dos Campos", "SP", "12237070"
"Rua", "Penedo", "Conjunto Residencial Trinta e Um de Março", "São José dos Campos", "SP", "12237071"
"Rua", "Penha", "Chácaras Reunidas", "São José dos Campos", "SP", "12238380"
"Rua", "Penápolis", "Jardim das Indústrias", "São José dos Campos", "SP", "12241080"
"Rua", "Peri", "Santana", "São José dos Campos", "SP", "12211691"
"Estrada", "Pernambucano", "Jardim São Leopoldo", "São José dos Campos", "SP", "12228250"
"Rua", "Pernambuco", "Vila São Pedro", "São José dos Campos", "SP", "12215670"
"Rua", "Peroba", "Jardim das Indústrias", "São José dos Campos", "SP", "12241230"
"Rua", "Perpetua", "Jardim Ismênia", "São José dos Campos", "SP", "12221140"
"Avenida", "Perseu", "Jardim Satélite", "São José dos Campos", "SP", "12230470"
"Rua", "Peru", "Cidade Vista Verde", "São José dos Campos", "SP", "12223030"
"Estrada", "Petybon", "Vila Dirce", "São José dos Campos", "SP", "12213031"
"Rua", "Piauí", "Vila São Pedro", "São José dos Campos", "SP", "12215700"
"Travessa", "Pica Pau Amarelo", "Mirante do Buquirinha", "São José dos Campos", "SP", "12214547"
"Rua", "Pico Cristal", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214240"
"Rua", "Pico Cruzeiro", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214020"
"Rua", "Pico Itapevi", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214340"
"Rua", "Pico Juliana", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214040"
"Rua", "Pico Marins", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214160"
"Rua", "Pico da Bandeira", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214290"
"Rua", "Pico da Neblina", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214250"
"Avenida", "Pico das Agulhas Negras", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214000"
"Rua", "Pico do Aconcagua", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214270"
"Rua", "Pico do Bugil", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214200"
"Rua", "Pico do Jaraguá", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214140"
"Rua", "Pico do Pulpito", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214030"
"Rua", "Pico do Selado", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214050"
"Rua", "Pico dos Três Estados", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214190"
"Largo", "Piedade", "Centro", "São José dos Campos", "SP", "12210290"
"Rua", "Piedade Martins Pereira", "Urbanova", "São José dos Campos", "SP", "12244395"
"Rua", "Piemonte", "Jardim das Paineiras II", "São José dos Campos", "SP", "12226106"
"Rua", "Pimenteiras", "Parque Industrial", "São José dos Campos", "SP", "12235750"
"Rua", "Pindamonhangaba", "Vila Nair", "São José dos Campos", "SP", "12231090"
"Rua", "Pio XII", "Jardim Esplanada II", "São José dos Campos", "SP", "12242750"
"Rua", "Piracicaba", "Centro", "São José dos Campos", "SP", "12210240"
"Rua", "Piraju", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233780"
"Rua", "Piranguinho", "Vila Iracema", "São José dos Campos", "SP", "12228170"
"Praça", "Pirapema", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246420"
"Rua", "Pirapora", "Jardim Ismênia", "São José dos Campos", "SP", "12220730"
"Rua", "Piraquara Clube", "Vila Sinhá", "São José dos Campos", "SP", "12212630"
"Rua", "Pirassununga", "Jardim das Indústrias", "São José dos Campos", "SP", "12240160"
"Praça", "Pireu", "Jardim Satélite", "São José dos Campos", "SP", "12230492"
"Travessa", "Pirituba", "Jardim Satélite", "São José dos Campos", "SP", "12230341"
"Rua", "Pisces", "Jardim Satélite", "São José dos Campos", "SP", "12230540"
"Rua", "Pitangueiras", "Jardim das Indústrias", "São José dos Campos", "SP", "12241120"
"Rua", "Pituba", "Jardim Satélite", "São José dos Campos", "SP", "12230820"
"Alameda", "Pixinguinha", "Condomínio Residencial Jaguary", "São José dos Campos", "SP", "12244621"
"Rua", "Planura", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233280"
"Praça", "Platina", "Jardim São José Centro", "São José dos Campos", "SP", "12215830"
"Rua", "Pleiades", "Jardim Satélite", "São José dos Campos", "SP", "12230310"
"Rua", "Plutão", "Jardim da Granja", "São José dos Campos", "SP", "12227440"
"Rua", "Plínio de Andrade", "Jardim Diamante", "São José dos Campos", "SP", "12223120"
"Rua", "Plínio de Camargo Júnior", "Urbanova", "São José dos Campos", "SP", "12244230"
"Rua", "Poeijo", "Chácaras Pousada do Vale", "São José dos Campos", "SP", "12226744"
"Rua", "Polar", "Jardim Satélite", "São José dos Campos", "SP", "12230240"
"Rua", "Pollux", "Jardim Satélite", "São José dos Campos", "SP", "12230370"
"Rua", "Pombal", "Parque Industrial", "São José dos Campos", "SP", "12235562"
"Rua", "Pompéia", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233440"
"Rua", "Poncas", "Chácaras São José", "São José dos Campos", "SP", "12227550"
"Rua", "Ponte Nova", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233580"
"Alameda", "Pontedéria", "Condomínio Espelho D'água", "São José dos Campos", "SP", "12213533"
"Rua", "Portela", "Jardim Colonial", "São José dos Campos", "SP", "12234472"
"Avenida", "Porto Alegre", "Vila Monterrey", "São José dos Campos", "SP", "12226800"
"Travessa", "Porto Grande", "Santana", "São José dos Campos", "SP", "12212280"
"Rua", "Porto Novo", "Jardim Satélite", "São José dos Campos", "SP", "12230060"
"Rua", "Porto Rico", "Cidade Vista Verde", "São José dos Campos", "SP", "12223440"
"Avenida", "Possidonio José de Freitas", "Urbanova", "São José dos Campos", "SP", "12244010"
"Travessa", "Potengy", "Palmeiras de São José", "São José dos Campos", "SP", "12237826"
"Rua", "Potiguaras", "Conjunto Residencial Vale dos Pinheiros", "São José dos Campos", "SP", "12242390"
"Travessa", "Poty", "Palmeiras de São José", "São José dos Campos", "SP", "12237825"
"Rua", "Pouso Alegre", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233340"
"Rua", "Presidente Alves", "Jardim das Indústrias", "São José dos Campos", "SP", "12240320"
"Rua", "Presidente Bernardes", "Jardim Paulista", "São José dos Campos", "SP", "12216130"
"Rua", "Presidente Campos Salles", "Santana", "São José dos Campos", "SP", "12212140"
"Rodovia", "Presidente Dutra", "Jardim das Indústrias", "São José dos Campos", "SP", "12240420"
"Rodovia", "Presidente Dutra", "Eugênio de Mello", "São José dos Campos", "SP", "12247004"
"Rodovia", "Presidente Dutra", "Palmeiras de São José", "São José dos Campos", "SP", "12237822"
"Rodovia", "Presidente Dutra", "Jardim Satélite", "São José dos Campos", "SP", "12230002"
"Rodovia", "Presidente Dutra", "Vila Tatetuba", "São José dos Campos", "SP", "12220611"
"Rodovia", "Presidente Dutra", "Jardim Paulista", "São José dos Campos", "SP", "12216430"
